updatetime,vehiclecount,totalspaces,garagecode,streamtime,switch
1620,379.0,1240.0,3,1619,1
1620,222.0,953.0,4,1619,1
1620,58.0,130.0,5,1619,1
1620,60.0,400.0,6,1619,0
1620,10.0,210.0,7,1619,0
1620,89.0,700.0,8,1619,0
1650,32.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,365.0,1240.0,3,1619,1
1650,161.0,953.0,4,1619,0
1650,49.0,130.0,5,1619,1
1650,53.0,400.0,6,1619,0
1650,9.0,210.0,7,1619,0
1650,73.0,700.0,8,1619,0
1620,34.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,206.0,1240.0,3,1619,0
1620,144.0,953.0,4,1619,0
1620,59.0,130.0,5,1619,1
1620,59.0,400.0,6,1619,0
1620,9.0,210.0,7,1619,0
1620,62.0,700.0,8,1619,0
1650,40.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,191.0,1240.0,3,1619,0
1650,145.0,953.0,4,1619,0
1650,50.0,130.0,5,1619,1
1650,56.0,400.0,6,1619,0
1650,12.0,210.0,7,1619,0
1650,64.0,700.0,8,1619,0
1620,47.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,184.0,1240.0,3,1619,0
1620,133.0,953.0,4,1619,0
1620,53.0,130.0,5,1619,1
1620,52.0,400.0,6,1619,0
1620,13.0,210.0,7,1619,0
1620,64.0,700.0,8,1619,0
1650,50.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,177.0,1240.0,3,1619,0
1650,124.0,953.0,4,1619,0
1650,50.0,130.0,5,1619,1
1650,47.0,400.0,6,1619,0
1650,14.0,210.0,7,1619,0
1650,65.0,700.0,8,1619,0
1620,53.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,185.0,1240.0,3,1619,0
1620,129.0,953.0,4,1619,0
1620,46.0,130.0,5,1619,1
1620,45.0,400.0,6,1619,0
1620,10.0,210.0,7,1619,0
1620,63.0,700.0,8,1619,0
1650,53.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,183.0,1240.0,3,1619,0
1650,122.0,953.0,4,1619,0
1650,47.0,130.0,5,1619,1
1650,39.0,400.0,6,1619,0
1650,4.0,210.0,7,1619,0
1650,56.0,700.0,8,1619,0
1620,54.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,184.0,1240.0,3,1619,0
1620,135.0,953.0,4,1619,0
1620,45.0,130.0,5,1619,1
1620,33.0,400.0,6,1619,0
1620,4.0,210.0,7,1619,0
1620,55.0,700.0,8,1619,0
1650,53.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,186.0,1240.0,3,1619,0
1650,119.0,953.0,4,1619,0
1650,35.0,130.0,5,1619,1
1650,31.0,400.0,6,1619,0
1650,4.0,210.0,7,1619,0
1650,54.0,700.0,8,1619,0
1620,55.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,182.0,1240.0,3,1619,0
1620,110.0,953.0,4,1619,0
1620,33.0,130.0,5,1619,1
1620,27.0,400.0,6,1619,0
1620,4.0,210.0,7,1619,0
1620,52.0,700.0,8,1619,0
1650,54.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,178.0,1240.0,3,1619,0
1650,108.0,953.0,4,1619,0
1650,38.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,4.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,54.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,180.0,1240.0,3,1619,0
1620,102.0,953.0,4,1619,0
1620,36.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,3.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,53.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,180.0,1240.0,3,1619,0
1650,79.0,953.0,4,1619,0
1650,36.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,53.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,182.0,1240.0,3,1619,0
1620,66.0,953.0,4,1619,0
1620,34.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,53.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,182.0,1240.0,3,1619,0
1650,63.0,953.0,4,1619,0
1650,35.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,52.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,182.0,1240.0,3,1619,0
1620,62.0,953.0,4,1619,0
1620,34.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,53.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,182.0,1240.0,3,1619,0
1650,61.0,953.0,4,1619,0
1650,33.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,55.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,183.0,1240.0,3,1619,0
1620,60.0,953.0,4,1619,0
1620,33.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,55.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,183.0,1240.0,3,1619,0
1650,60.0,953.0,4,1619,0
1650,33.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,55.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,183.0,1240.0,3,1619,0
1620,60.0,953.0,4,1619,0
1620,33.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,55.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,182.0,1240.0,3,1619,0
1650,60.0,953.0,4,1619,0
1650,33.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,55.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,182.0,1240.0,3,1619,0
1620,60.0,953.0,4,1619,0
1620,32.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,55.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,182.0,1240.0,3,1619,0
1650,60.0,953.0,4,1619,0
1650,34.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,55.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,181.0,1240.0,3,1619,0
1620,60.0,953.0,4,1619,0
1620,34.0,130.0,5,1619,1
1620,26.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,55.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,181.0,1240.0,3,1619,0
1650,61.0,953.0,4,1619,0
1650,33.0,130.0,5,1619,1
1650,26.0,400.0,6,1619,0
1650,2.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,51.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,186.0,1240.0,3,1619,0
1620,69.0,953.0,4,1619,0
1620,30.0,130.0,5,1619,1
1620,28.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,50.0,700.0,8,1619,0
1650,50.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,202.0,1240.0,3,1619,0
1650,76.0,953.0,4,1619,0
1650,33.0,130.0,5,1619,1
1650,28.0,400.0,6,1619,0
1650,5.0,210.0,7,1619,0
1650,50.0,700.0,8,1619,0
1620,46.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,220.0,1240.0,3,1619,0
1620,88.0,953.0,4,1619,0
1620,30.0,130.0,5,1619,1
1620,30.0,400.0,6,1619,0
1620,10.0,210.0,7,1619,0
1620,51.0,700.0,8,1619,0
1650,45.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,298.0,1240.0,3,1619,1
1650,112.0,953.0,4,1619,0
1650,29.0,130.0,5,1619,1
1650,41.0,400.0,6,1619,0
1650,12.0,210.0,7,1619,0
1650,53.0,700.0,8,1619,0
1620,30.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,400.0,1240.0,3,1619,1
1620,173.0,953.0,4,1619,0
1620,29.0,130.0,5,1619,1
1620,59.0,400.0,6,1619,0
1620,34.0,210.0,7,1619,0
1620,75.0,700.0,8,1619,0
1650,26.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,575.0,1240.0,3,1619,1
1650,216.0,953.0,4,1619,1
1650,41.0,130.0,5,1619,1
1650,72.0,400.0,6,1619,0
1650,49.0,210.0,7,1619,1
1650,151.0,700.0,8,1619,1
1620,30.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,723.0,1240.0,3,1619,1
1620,271.0,953.0,4,1619,1
1620,60.0,130.0,5,1619,1
1620,105.0,400.0,6,1619,1
1620,62.0,210.0,7,1619,1
1620,227.0,700.0,8,1619,1
1650,32.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,797.0,1240.0,3,1619,1
1650,308.0,953.0,4,1619,1
1650,72.0,130.0,5,1619,1
1650,99.0,400.0,6,1619,1
1650,62.0,210.0,7,1619,1
1650,286.0,700.0,8,1619,1
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,820.0,1240.0,3,1619,1
1620,359.0,953.0,4,1619,1
1620,78.0,130.0,5,1619,1
1620,132.0,400.0,6,1619,1
1620,70.0,210.0,7,1619,1
1620,335.0,700.0,8,1619,1
1650,35.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,815.0,1240.0,3,1619,1
1650,415.0,953.0,4,1619,1
1650,105.0,130.0,5,1619,1
1650,165.0,400.0,6,1619,1
1650,75.0,210.0,7,1619,1
1650,389.0,700.0,8,1619,1
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,835.0,1240.0,3,1619,1
1620,438.0,953.0,4,1619,1
1620,120.0,130.0,5,1619,1
1620,192.0,400.0,6,1619,1
1620,78.0,210.0,7,1619,1
1620,431.0,700.0,8,1619,1
1650,34.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,857.0,1240.0,3,1619,1
1650,459.0,953.0,4,1619,1
1650,129.0,130.0,5,1619,1
1650,209.0,400.0,6,1619,1
1650,73.0,210.0,7,1619,1
1650,460.0,700.0,8,1619,1
1620,38.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,882.0,1240.0,3,1619,1
1620,479.0,953.0,4,1619,1
1620,127.0,130.0,5,1619,1
1620,207.0,400.0,6,1619,1
1620,74.0,210.0,7,1619,1
1620,468.0,700.0,8,1619,1
1650,32.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,879.0,1240.0,3,1619,1
1650,483.0,953.0,4,1619,1
1650,120.0,130.0,5,1619,1
1650,217.0,400.0,6,1619,1
1650,71.0,210.0,7,1619,1
1650,481.0,700.0,8,1619,1
1620,38.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,868.0,1240.0,3,1619,1
1620,520.0,953.0,4,1619,1
1620,136.0,130.0,5,1619,0
1620,233.0,400.0,6,1619,1
1620,75.0,210.0,7,1619,1
1620,489.0,700.0,8,1619,1
1650,37.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,866.0,1240.0,3,1619,1
1650,510.0,953.0,4,1619,1
1650,143.0,130.0,5,1619,0
1650,245.0,400.0,6,1619,1
1650,72.0,210.0,7,1619,1
1650,496.0,700.0,8,1619,1
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,871.0,1240.0,3,1619,1
1620,517.0,953.0,4,1619,1
1620,143.0,130.0,5,1619,0
1620,232.0,400.0,6,1619,1
1620,71.0,210.0,7,1619,1
1620,470.0,700.0,8,1619,1
1650,40.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,844.0,1240.0,3,1619,1
1650,482.0,953.0,4,1619,1
1650,142.0,130.0,5,1619,0
1650,218.0,400.0,6,1619,1
1650,63.0,210.0,7,1619,1
1650,460.0,700.0,8,1619,1
1620,42.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,813.0,1240.0,3,1619,1
1620,432.0,953.0,4,1619,1
1620,148.0,130.0,5,1619,0
1620,213.0,400.0,6,1619,1
1620,54.0,210.0,7,1619,1
1620,418.0,700.0,8,1619,1
1650,43.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,735.0,1240.0,3,1619,1
1650,391.0,953.0,4,1619,1
1650,150.0,130.0,5,1619,0
1650,180.0,400.0,6,1619,1
1650,35.0,210.0,7,1619,0
1650,385.0,700.0,8,1619,1
1620,41.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,643.0,1240.0,3,1619,1
1620,369.0,953.0,4,1619,1
1620,162.0,130.0,5,1619,0
1620,157.0,400.0,6,1619,1
1620,24.0,210.0,7,1619,0
1620,332.0,700.0,8,1619,1
1650,30.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,469.0,1240.0,3,1619,1
1650,339.0,953.0,4,1619,1
1650,144.0,130.0,5,1619,0
1650,128.0,400.0,6,1619,1
1650,19.0,210.0,7,1619,0
1650,270.0,700.0,8,1619,1
1620,27.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,397.0,1240.0,3,1619,1
1620,316.0,953.0,4,1619,1
1620,148.0,130.0,5,1619,0
1620,128.0,400.0,6,1619,1
1620,14.0,210.0,7,1619,0
1620,230.0,700.0,8,1619,1
1650,23.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,351.0,1240.0,3,1619,1
1650,274.0,953.0,4,1619,1
1650,155.0,130.0,5,1619,0
1650,116.0,400.0,6,1619,1
1650,12.0,210.0,7,1619,0
1650,199.0,700.0,8,1619,1
1620,28.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,318.0,1240.0,3,1619,1
1620,249.0,953.0,4,1619,1
1620,158.0,130.0,5,1619,0
1620,102.0,400.0,6,1619,1
1620,16.0,210.0,7,1619,0
1620,154.0,700.0,8,1619,1
1650,25.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,304.0,1240.0,3,1619,1
1650,214.0,953.0,4,1619,1
1650,165.0,130.0,5,1619,0
1650,97.0,400.0,6,1619,1
1650,13.0,210.0,7,1619,0
1650,133.0,700.0,8,1619,0
1620,29.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,286.0,1240.0,3,1619,1
1620,178.0,953.0,4,1619,0
1620,175.0,130.0,5,1619,0
1620,84.0,400.0,6,1619,1
1620,15.0,210.0,7,1619,0
1620,118.0,700.0,8,1619,0
1650,29.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,273.0,1240.0,3,1619,1
1650,138.0,953.0,4,1619,0
1650,180.0,130.0,5,1619,0
1650,79.0,400.0,6,1619,0
1650,14.0,210.0,7,1619,0
1650,95.0,700.0,8,1619,0
1620,28.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,265.0,1240.0,3,1619,1
1620,127.0,953.0,4,1619,0
1620,183.0,130.0,5,1619,0
1620,69.0,400.0,6,1619,0
1620,10.0,210.0,7,1619,0
1620,82.0,700.0,8,1619,0
1650,31.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,262.0,1240.0,3,1619,1
1650,117.0,953.0,4,1619,0
1650,172.0,130.0,5,1619,0
1650,60.0,400.0,6,1619,0
1650,8.0,210.0,7,1619,0
1650,73.0,700.0,8,1619,0
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,259.0,1240.0,3,1619,1
1620,106.0,953.0,4,1619,0
1620,166.0,130.0,5,1619,0
1620,51.0,400.0,6,1619,0
1620,5.0,210.0,7,1619,0
1620,61.0,700.0,8,1619,0
1650,36.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,243.0,1240.0,3,1619,0
1650,68.0,953.0,4,1619,0
1650,164.0,130.0,5,1619,0
1650,45.0,400.0,6,1619,0
1650,6.0,210.0,7,1619,0
1650,57.0,700.0,8,1619,0
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,230.0,1240.0,3,1619,0
1620,53.0,953.0,4,1619,0
1620,166.0,130.0,5,1619,0
1620,38.0,400.0,6,1619,0
1620,3.0,210.0,7,1619,0
1620,51.0,700.0,8,1619,0
1650,33.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,229.0,1240.0,3,1619,0
1650,53.0,953.0,4,1619,0
1650,162.0,130.0,5,1619,0
1650,36.0,400.0,6,1619,0
1650,3.0,210.0,7,1619,0
1650,49.0,700.0,8,1619,0
1620,35.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,229.0,1240.0,3,1619,0
1620,47.0,953.0,4,1619,0
1620,157.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,48.0,700.0,8,1619,0
1650,36.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,227.0,1240.0,3,1619,0
1650,36.0,953.0,4,1619,0
1650,149.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,48.0,700.0,8,1619,0
1620,37.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,227.0,1240.0,3,1619,0
1620,31.0,953.0,4,1619,0
1620,150.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,48.0,700.0,8,1619,0
1650,38.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,231.0,1240.0,3,1619,0
1650,30.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,48.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,231.0,1240.0,3,1619,0
1620,30.0,953.0,4,1619,0
1620,148.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,48.0,700.0,8,1619,0
1650,39.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,231.0,1240.0,3,1619,0
1650,30.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,48.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,231.0,1240.0,3,1619,0
1620,30.0,953.0,4,1619,0
1620,148.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,49.0,700.0,8,1619,0
1650,39.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,231.0,1240.0,3,1619,0
1650,30.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,49.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,231.0,1240.0,3,1619,0
1620,30.0,953.0,4,1619,0
1620,148.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,51.0,700.0,8,1619,0
1650,39.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,231.0,1240.0,3,1619,0
1650,30.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,51.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,231.0,1240.0,3,1619,0
1620,31.0,953.0,4,1619,0
1620,147.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,51.0,700.0,8,1619,0
1650,39.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,231.0,1240.0,3,1619,0
1650,31.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,51.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,231.0,1240.0,3,1619,0
1620,31.0,953.0,4,1619,0
1620,149.0,130.0,5,1619,0
1620,32.0,400.0,6,1619,0
1620,1.0,210.0,7,1619,0
1620,52.0,700.0,8,1619,0
1650,40.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,234.0,1240.0,3,1619,0
1650,29.0,953.0,4,1619,0
1650,148.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,1.0,210.0,7,1619,0
1650,52.0,700.0,8,1619,0
1620,39.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,246.0,1240.0,3,1619,0
1620,35.0,953.0,4,1619,0
1620,146.0,130.0,5,1619,0
1620,34.0,400.0,6,1619,0
1620,2.0,210.0,7,1619,0
1620,53.0,700.0,8,1619,0
1650,36.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,257.0,1240.0,3,1619,1
1650,46.0,953.0,4,1619,0
1650,151.0,130.0,5,1619,0
1650,34.0,400.0,6,1619,0
1650,3.0,210.0,7,1619,0
1650,53.0,700.0,8,1619,0
1620,34.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,285.0,1240.0,3,1619,1
1620,52.0,953.0,4,1619,0
1620,154.0,130.0,5,1619,0
1620,37.0,400.0,6,1619,0
1620,10.0,210.0,7,1619,0
1620,57.0,700.0,8,1619,0
1650,26.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,336.0,1240.0,3,1619,1
1650,61.0,953.0,4,1619,0
1650,155.0,130.0,5,1619,0
1650,50.0,400.0,6,1619,0
1650,12.0,210.0,7,1619,0
1650,71.0,700.0,8,1619,0
1620,20.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,422.0,1240.0,3,1619,1
1620,124.0,953.0,4,1619,0
1620,157.0,130.0,5,1619,0
1620,69.0,400.0,6,1619,0
1620,37.0,210.0,7,1619,0
1620,113.0,700.0,8,1619,0
1650,19.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,611.0,1240.0,3,1619,1
1650,212.0,953.0,4,1619,1
1650,164.0,130.0,5,1619,0
1650,99.0,400.0,6,1619,1
1650,58.0,210.0,7,1619,1
1650,178.0,700.0,8,1619,1
1620,18.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,766.0,1240.0,3,1619,1
1620,269.0,953.0,4,1619,1
1620,73.0,130.0,5,1619,1
1620,117.0,400.0,6,1619,1
1620,76.0,210.0,7,1619,1
1620,249.0,700.0,8,1619,1
1650,19.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,832.0,1240.0,3,1619,1
1650,297.0,953.0,4,1619,1
1650,85.0,130.0,5,1619,1
1650,130.0,400.0,6,1619,1
1650,75.0,210.0,7,1619,1
1650,283.0,700.0,8,1619,1
1620,23.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,874.0,1240.0,3,1619,1
1620,343.0,953.0,4,1619,1
1620,105.0,130.0,5,1619,1
1620,156.0,400.0,6,1619,1
1620,80.0,210.0,7,1619,1
1620,359.0,700.0,8,1619,1
1650,21.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,894.0,1240.0,3,1619,1
1650,405.0,953.0,4,1619,1
1650,129.0,130.0,5,1619,1
1650,209.0,400.0,6,1619,1
1650,75.0,210.0,7,1619,1
1650,418.0,700.0,8,1619,1
1620,29.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,921.0,1240.0,3,1619,1
1620,439.0,953.0,4,1619,1
1620,132.0,130.0,5,1619,0
1620,234.0,400.0,6,1619,1
1620,79.0,210.0,7,1619,1
1620,454.0,700.0,8,1619,1
1650,26.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,937.0,1240.0,3,1619,1
1650,452.0,953.0,4,1619,1
1650,135.0,130.0,5,1619,0
1650,246.0,400.0,6,1619,1
1650,74.0,210.0,7,1619,1
1650,479.0,700.0,8,1619,1
1620,30.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,922.0,1240.0,3,1619,1
1620,460.0,953.0,4,1619,1
1620,128.0,130.0,5,1619,1
1620,273.0,400.0,6,1619,1
1620,75.0,210.0,7,1619,1
1620,499.0,700.0,8,1619,1
1650,29.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,917.0,1240.0,3,1619,1
1650,469.0,953.0,4,1619,1
1650,130.0,130.0,5,1619,0
1650,282.0,400.0,6,1619,1
1650,75.0,210.0,7,1619,1
1650,502.0,700.0,8,1619,1
1620,25.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,913.0,1240.0,3,1619,1
1620,488.0,953.0,4,1619,1
1620,132.0,130.0,5,1619,0
1620,309.0,400.0,6,1619,1
1620,73.0,210.0,7,1619,1
1620,509.0,700.0,8,1619,1
1650,25.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,889.0,1240.0,3,1619,1
1650,492.0,953.0,4,1619,1
1650,127.0,130.0,5,1619,1
1650,299.0,400.0,6,1619,1
1650,71.0,210.0,7,1619,1
1650,507.0,700.0,8,1619,1
1620,22.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,855.0,1240.0,3,1619,1
1620,474.0,953.0,4,1619,1
1620,119.0,130.0,5,1619,1
1620,288.0,400.0,6,1619,1
1620,70.0,210.0,7,1619,1
1620,498.0,700.0,8,1619,1
1650,18.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,824.0,1240.0,3,1619,1
1650,465.0,953.0,4,1619,1
1650,120.0,130.0,5,1619,1
1650,261.0,400.0,6,1619,1
1650,65.0,210.0,7,1619,1
1650,470.0,700.0,8,1619,1
1620,21.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,814.0,1240.0,3,1619,1
1620,450.0,953.0,4,1619,1
1620,118.0,130.0,5,1619,1
1620,249.0,400.0,6,1619,1
1620,55.0,210.0,7,1619,1
1620,453.0,700.0,8,1619,1
1650,20.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,730.0,1240.0,3,1619,1
1650,437.0,953.0,4,1619,1
1650,117.0,130.0,5,1619,1
1650,228.0,400.0,6,1619,1
1650,38.0,210.0,7,1619,0
1650,401.0,700.0,8,1619,1
1620,20.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,640.0,1240.0,3,1619,1
1620,395.0,953.0,4,1619,1
1620,109.0,130.0,5,1619,1
1620,201.0,400.0,6,1619,1
1620,30.0,210.0,7,1619,0
1620,330.0,700.0,8,1619,1
1650,18.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,524.0,1240.0,3,1619,1
1650,369.0,953.0,4,1619,1
1650,106.0,130.0,5,1619,1
1650,191.0,400.0,6,1619,1
1650,17.0,210.0,7,1619,0
1650,302.0,700.0,8,1619,1
1620,15.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,436.0,1240.0,3,1619,1
1620,337.0,953.0,4,1619,1
